8,1.65
20,1.57
34,1.45
48,1.43
62,2.36
76,5.73
90,8.61
104,22.83
118,19.15
132,8.51
146,6.67
160,3.72
174,6.08
188,8.68
202,10.65
216,17.43
230,24.01
244,32.09
258,21.72
272,15.41
286,7.31
300,5.97
314,4.05
342,1.77
