24.14129909,0.220990593
24.14129909,0.220990593
26.49001932,0.199320353
23.67849317,0.224042973
24.17856085,0.224579123
26.48888115,0.206577242
26.48888115,0.206577242
28.12477683,0.196817723
30.19792997,0.192186563
32.37281339,0.180552735
34.46078056,0.168552814
34.46078056,0.168552814
34.46078056,0.168552814
34.46078056,0.168552814
34.46078056,0.168552814
25.6560027,0.220471935
25.6560027,0.220471935
27.46427442,0.206183006
40.80221053,0.142443263
40.80221053,0.142443263
35.55941741,0.166815866
33.44147683,0.180227053
35.29629938,0.171138495
28.48331273,0.207035568
27.73403097,0.210729375
26.42270978,0.222510612
26.42270978,0.222510612
26.42270978,0.222510612
25.56109472,0.232160859
25.25262401,0.231764694
25.25262401,0.231764694
25.72295002,0.230144676
27.2745936,0.220649484
27.2745936,0.220649484
27.33185125,0.218357876
27.33758949,0.218357767
28.65906355,0.209439954
27.01959007,0.221760396
25.63494259,0.227277669
24.30108462,0.238453006
22.91270987,0.254225713
22.91270987,0.254225713
22.91270987,0.254225713
22.91270987,0.254225713
22.91270987,0.254225713
20.01285632,0.283505258
25.06555832,0.230395826
25.06555832,0.230395826
24.98787139,0.231862487
25.74733436,0.227116601
25.74733436,0.227116601
28.51290164,0.199063653
31.97110939,0.173867911
30.97505066,0.177928146
34.48671212,0.162650638
34.48671212,0.162650638
34.48671212,0.162650638
25.42975949,0.214997446
25.42975949,0.214997446
21.44046533,0.249353263
21.59598734,0.24790485
21.59598734,0.24790485
23.70257047,0.223050703
25.25752828,0.206052427
24.48027532,0.209676611
21.4263549,0.233879094
20.90839655,0.2371057
22.1867742,0.218718892
22.1867742,0.218718892
20.92086625,0.233225797
20.92086625,0.233225797
5.29729996,0.867863509
5.29729996,0.867863509
3.546766407,1.229288738
3.465566202,1.219391611
3.465566202,1.219391611
3.329526499,1.266884346
2.073353379,1.883723749
2.192339743,1.771945199
1.888999043,1.889889787
1.850360973,1.73335548
1.850360973,1.73335548
1.774348128,1.743094883
1.774348128,1.743094883
1.774348128,1.743094883
1.801970372,1.654115247
1.801970372,1.654115247
1.682237267,1.68674185
1.373312338,1.921449277
1.373312338,1.921449277
1.382975355,1.860119915
1.226085321,1.867223236
1.295445837,1.766823023
1.264431584,1.554290594
1.311053856,1.350058956
1.32410645,1.22497704
1.332279932,1.113558339
1.332279932,1.113558339
1.332279932,1.113558339
1.266886466,1.108754971
1.266886466,1.108754971
1.221229168,1.093672699
1.149910904,1.142479817
1.149910904,1.142479817
1.138810249,1.145932784
1.077022541,1.108379774
1.120107842,1.037190047
1.409411454,0.639399139
1.419973235,0.66110401
1.807607107,0.42302703
1.697165482,0.453276786
1.697165482,0.453276786
1.697165482,0.453276786
1.698385409,0.434530346
1.698385409,0.434530346
1.706653601,0.416385024
