3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
5.81E+00	3.50E+01	3.50E+01
5.70E+00	3.50E+01	3.50E+01
5.47E+00	3.50E+01	3.50E+01
6.16E+00	3.50E+01	3.50E+01
1.13E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
5.48E+00	3.50E+01	3.50E+01
5.74E+00	3.50E+01	3.50E+01
6.43E+00	3.50E+01	3.50E+01
6.26E+00	3.50E+01	3.50E+01
6.77E+00	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
3.50E+01	3.50E+01	3.50E+01
6.15E+00	3.50E+01	3.50E+01
5.73E+00	3.50E+01	3.50E+01
5.45E+00	5.45E+00	3.50E+01
7.71E+00	7.71E+00	3.50E+01
6.24E+00	3.50E+01	3.50E+01
1.48E+01	3.50E+01	3.50E+01
1.50E+01	3.50E+01	3.50E+01
5.88E+00	5.88E+00	3.50E+01
4.94E+00	4.94E+00	3.50E+01
2.55E+00	2.55E+00	2.55E+00
5.69E+00	5.69E+00	5.69E+00
6.29E+00	6.29E+00	6.29E+00
8.34E+00	8.34E+00	3.50E+01
8.12E+00	8.12E+00	8.12E+00
6.78E+00	6.78E+00	6.78E+00
6.30E+00	6.30E+00	6.30E+00
1.19E+01	1.19E+01	1.19E+01
8.33E+00	8.33E+00	8.33E+00
8.19E+00	8.19E+00	8.19E+00
9.06E+00	9.06E+00	9.06E+00
1.01E+01	1.01E+01	1.01E+01
1.08E+01	1.08E+01	1.08E+01
9.25E+00	9.25E+00	9.25E+00
1.21E+01	1.21E+01	1.21E+01
1.22E+01	1.22E+01	1.22E+01
1.53E+01	1.53E+01	1.53E+01
2.07E+01	2.07E+01	3.50E+01
2.34E+01	2.34E+01	3.50E+01
2.11E+01	2.11E+01	3.50E+01
2.24E+01	2.24E+01	3.50E+01
2.02E+01	2.02E+01	3.50E+01
1.95E+01	1.95E+01	3.50E+01
1.87E+01	1.87E+01	3.50E+01
1.86E+01	1.86E+01	3.50E+01
